,Squad,Gls,xG,Player,DateParse,P_color,S_color,Min,xA,Ast
5307,Arsenal,0,0.0,Ainsley Maitland-Niles,2018-01-14,#ef0107 , #023474,90.0,0.0,0
5308,Arsenal,0,0.1,Granit Xhaka,2018-01-14,#ef0107 , #023474,90.0,0.3,0
5309,Arsenal,0,0.1,Jack Wilshere,2018-01-14,#ef0107 , #023474,90.0,0.0,0
5310,Arsenal,1,0.5,Héctor Bellerín,2018-01-14,#ef0107 , #023474,90.0,0.0,0
5311,Arsenal,0,0.0,Rob Holding,2018-01-14,#ef0107 , #023474,90.0,0.0,0
5312,Arsenal,0,0.1,Shkodran Mustafi,2018-01-14,#ef0107 , #023474,90.0,0.0,0
5313,Arsenal,0,0.0,Calum Chambers,2018-01-14,#ef0107 , #023474,74.0,0.0,0
5314,Arsenal,0,0.0,Aaron Ramsey,2018-01-14,#ef0107 , #023474,16.0,0.0,0
5315,Arsenal,0,0.0,Petr Čech,2018-01-14,#ef0107 , #023474,90.0,0.0,0
5344,Arsenal,1,0.8,Pierre-Emerick Aubameyang,2018-03-04,#ef0107 , #023474,90.0,0.1,0
5345,Arsenal,0,0.1,Alex Iwobi,2018-03-04,#ef0107 , #023474,74.0,0.0,0
5346,Arsenal,0,0.0,Danny Welbeck,2018-03-04,#ef0107 , #023474,16.0,0.0,0
5347,Arsenal,0,0.1,Henrikh Mkhitaryan,2018-03-04,#ef0107 , #023474,83.0,0.1,0
5348,Arsenal,0,0.0,Héctor Bellerín,2018-03-04,#ef0107 , #023474,7.0,0.2,0
5349,Arsenal,0,0.1,Mesut Özil,2018-03-04,#ef0107 , #023474,90.0,0.0,0
5350,Arsenal,0,0.0,Granit Xhaka,2018-03-04,#ef0107 , #023474,90.0,0.6,1
5351,Arsenal,0,0.0,Jack Wilshere,2018-03-04,#ef0107 , #023474,90.0,0.0,0
5352,Arsenal,0,0.0,Sead Kolašinac,2018-03-04,#ef0107 , #023474,90.0,0.1,0
5353,Arsenal,0,0.1,Laurent Koscielny,2018-03-04,#ef0107 , #023474,90.0,0.0,0
5354,Arsenal,0,0.0,Shkodran Mustafi,2018-03-04,#ef0107 , #023474,90.0,0.0,0
5355,Arsenal,0,0.0,Calum Chambers,2018-03-04,#ef0107 , #023474,83.0,0.0,0
5356,Arsenal,0,0.1,Eddie Nketiah,2018-03-04,#ef0107 , #023474,7.0,0.0,0
5357,Arsenal,0,0.0,Petr Čech,2018-03-04,#ef0107 , #023474,90.0,0.0,0
5388,Arsenal,0,0.1,Alexandre Lacazette,2017-11-26,#ef0107 , #023474,79.0,0.2,0
5389,Arsenal,0,0.0,Danny Welbeck,2017-11-26,#ef0107 , #023474,11.0,0.0,0
5390,Arsenal,1,0.8,Alexis Sánchez,2017-11-26,#ef0107 , #023474,90.0,0.2,0
5391,Arsenal,0,0.0,Alex Iwobi,2017-11-26,#ef0107 , #023474,67.0,0.0,0
5392,Arsenal,0,0.0,Jack Wilshere,2017-11-26,#ef0107 , #023474,23.0,0.0,0
5393,Arsenal,0,0.1,Sead Kolašinac,2017-11-26,#ef0107 , #023474,90.0,0.0,0
5394,Arsenal,0,0.1,Granit Xhaka,2017-11-26,#ef0107 , #023474,90.0,0.0,0
5395,Arsenal,0,0.3,Aaron Ramsey,2017-11-26,#ef0107 , #023474,90.0,0.0,0
5396,Arsenal,0,0.0,Héctor Bellerín,2017-11-26,#ef0107 , #023474,90.0,0.1,0
5397,Arsenal,0,0.1,Nacho Monreal,2017-11-26,#ef0107 , #023474,90.0,0.0,0
5398,Arsenal,0,0.0,Shkodran Mustafi,2017-11-26,#ef0107 , #023474,90.0,0.0,0
5399,Arsenal,0,0.0,Laurent Koscielny,2017-11-26,#ef0107 , #023474,90.0,0.1,0
5400,Arsenal,0,0.0,Petr Čech,2017-11-26,#ef0107 , #023474,90.0,0.0,0
5442,Arsenal,0,0.5,Alexandre Lacazette,2017-09-17,#ef0107 , #023474,66.0,0.0,0
5443,Arsenal,0,0.0,Alexis Sánchez,2017-09-17,#ef0107 , #023474,24.0,0.1,0
5444,Arsenal,0,0.0,Alex Iwobi,2017-09-17,#ef0107 , #023474,80.0,0.1,0
5445,Arsenal,0,0.0,Mohamed Elneny,2017-09-17,#ef0107 , #023474,10.0,0.0,0
5446,Arsenal,0,0.4,Danny Welbeck,2017-09-17,#ef0107 , #023474,73.0,0.0,0
5447,Arsenal,0,0.0,Olivier Giroud,2017-09-17,#ef0107 , #023474,17.0,0.0,0
5448,Arsenal,0,0.0,Sead Kolašinac,2017-09-17,#ef0107 , #023474,90.0,0.0,0
5449,Arsenal,0,0.0,Granit Xhaka,2017-09-17,#ef0107 , #023474,90.0,0.0,0
5450,Arsenal,0,0.1,Aaron Ramsey,2017-09-17,#ef0107 , #023474,90.0,0.0,0
5451,Arsenal,0,0.0,Héctor Bellerín,2017-09-17,#ef0107 , #023474,90.0,0.4,0
5452,Arsenal,0,0.1,Nacho Monreal,2017-09-17,#ef0107 , #023474,90.0,0.0,0
5453,Arsenal,0,0.0,Shkodran Mustafi,2017-09-17,#ef0107 , #023474,90.0,0.0,0
5454,Arsenal,0,0.0,Laurent Koscielny,2017-09-17,#ef0107 , #023474,90.0,0.0,0
5455,Arsenal,0,0.0,Petr Čech,2017-09-17,#ef0107 , #023474,90.0,0.0,0
5484,Arsenal,0,0.1,Alexandre Lacazette,2017-12-28,#ef0107 , #023474,75.0,0.1,1
5485,Arsenal,0,0.0,Francis Coquelin,2017-12-28,#ef0107 , #023474,15.0,0.0,0
5486,Arsenal,2,0.4,Alexis Sánchez,2017-12-28,#ef0107 , #023474,90.0,0.4,0
5487,Arsenal,0,0.5,Mesut Özil,2017-12-28,#ef0107 , #023474,90.0,0.2,0
5488,Arsenal,0,0.1,Jack Wilshere,2017-12-28,#ef0107 , #023474,90.0,0.3,1
5489,Arsenal,0,0.1,Granit Xhaka,2017-12-28,#ef0107 , #023474,87.0,0.0,0
5490,Arsenal,0,0.0,Ainsley Maitland-Niles,2017-12-28,#ef0107 , #023474,3.0,0.0,0
5491,Arsenal,0,0.0,Sead Kolašinac,2017-12-28,#ef0107 , #023474,90.0,0.1,0
5492,Arsenal,0,0.0,Héctor Bellerín,2017-12-28,#ef0107 , #023474,90.0,0.1,0
5493,Arsenal,0,0.0,Laurent Koscielny,2017-12-28,#ef0107 , #023474,90.0,0.0,0
5494,Arsenal,1,0.0,Shkodran Mustafi,2017-12-28,#ef0107 , #023474,90.0,0.0,0
5495,Arsenal,0,0.0,Calum Chambers,2017-12-28,#ef0107 , #023474,90.0,0.0,0
5496,Arsenal,0,0.0,Petr Čech,2017-12-28,#ef0107 , #023474,90.0,0.0,0
5525,Arsenal,1,0.5,Alexandre Lacazette,2017-10-22,#ef0107 , #023474,77.0,0.0,0
5526,Arsenal,0,0.0,Jack Wilshere,2017-10-22,#ef0107 , #023474,13.0,0.2,1
5527,Arsenal,1,0.7,Alexis Sánchez,2017-10-22,#ef0107 , #023474,90.0,0.6,1
5528,Arsenal,1,0.2,Mesut Özil,2017-10-22,#ef0107 , #023474,82.0,0.7,1
5529,Arsenal,0,0.0,Francis Coquelin,2017-10-22,#ef0107 , #023474,8.0,0.0,0
5530,Arsenal,0,0.1,Granit Xhaka,2017-10-22,#ef0107 , #023474,90.0,0.0,0
5531,Arsenal,1,0.6,Aaron Ramsey,2017-10-22,#ef0107 , #023474,90.0,0.4,1
5532,Arsenal,0,0.3,Sead Kolašinac,2017-10-22,#ef0107 , #023474,90.0,0.0,0
5533,Arsenal,0,0.2,Héctor Bellerín,2017-10-22,#ef0107 , #023474,90.0,0.2,0
5534,Arsenal,1,0.1,Nacho Monreal,2017-10-22,#ef0107 , #023474,90.0,0.0,0
5535,Arsenal,0,0.0,Per Mertesacker,2017-10-22,#ef0107 , #023474,90.0,0.0,0
5536,Arsenal,0,0.0,Laurent Koscielny,2017-10-22,#ef0107 , #023474,90.0,0.1,0
5537,Arsenal,0,0.0,Petr Čech,2017-10-22,#ef0107 , #023474,90.0,0.0,0
5593,Arsenal,0,0.2,Alexandre Lacazette,2018-05-13,#ef0107 , #023474,90.0,0.1,0
5594,Arsenal,1,0.9,Pierre-Emerick Aubameyang,2018-05-13,#ef0107 , #023474,67.0,0.0,0
5595,Arsenal,0,0.3,Danny Welbeck,2018-05-13,#ef0107 , #023474,23.0,0.0,0
5596,Arsenal,0,0.1,Henrikh Mkhitaryan,2018-05-13,#ef0107 , #023474,90.0,0.2,0
5597,Arsenal,0,0.0,Aaron Ramsey,2018-05-13,#ef0107 , #023474,90.0,0.9,1
5598,Arsenal,0,0.0,Alex Iwobi,2018-05-13,#ef0107 , #023474,72.0,0.0,0
5599,Arsenal,0,0.0,Ainsley Maitland-Niles,2018-05-13,#ef0107 , #023474,18.0,0.0,0
5600,Arsenal,0,0.0,Granit Xhaka,2018-05-13,#ef0107 , #023474,90.0,0.1,0
5601,Arsenal,0,0.4,Sead Kolašinac,2018-05-13,#ef0107 , #023474,68.0,0.0,0
5602,Arsenal,0,0.0,Nacho Monreal,2018-05-13,#ef0107 , #023474,22.0,0.0,0
5603,Arsenal,0,0.0,Rob Holding,2018-05-13,#ef0107 , #023474,90.0,0.0,0
5604,Arsenal,0,0.1,Shkodran Mustafi,2018-05-13,#ef0107 , #023474,90.0,0.0,0
5605,Arsenal,0,0.0,Héctor Bellerín,2018-05-13,#ef0107 , #023474,90.0,0.0,0
5606,Arsenal,0,0.0,David Ospina,2018-05-13,#ef0107 , #023474,90.0,0.0,0
5621,Arsenal,1,1.0,Pierre-Emerick Aubameyang,2018-05-09,#ef0107 , #023474,90.0,0.0,0
5622,Arsenal,0,0.0,Danny Welbeck,2018-05-09,#ef0107 , #023474,19.0,0.1,0
5623,Arsenal,0,0.0,Shkodran Mustafi,2018-05-09,#ef0107 , #023474,71.0,0.0,0
5624,Arsenal,0,0.4,Henrikh Mkhitaryan,2018-05-09,#ef0107 , #023474,90.0,0.1,0
5625,Arsenal,0,0.0,Aaron Ramsey,2018-05-09,#ef0107 , #023474,90.0,0.1,0
5626,Arsenal,0,0.1,Alex Iwobi,2018-05-09,#ef0107 , #023474,84.0,0.4,0
5627,Arsenal,0,0.0,Eddie Nketiah,2018-05-09,#ef0107 , #023474,6.0,0.0,0
5628,Arsenal,0,0.0,Granit Xhaka,2018-05-09,#ef0107 , #023474,90.0,0.1,0
5629,Arsenal,0,0.2,Sead Kolašinac,2018-05-09,#ef0107 , #023474,90.0,0.0,0
5630,Arsenal,0,0.0,Konstantinos Mavropanos,2018-05-09,#ef0107 , #023474,14.0,0.0,0
5631,Arsenal,0,0.0,Rob Holding,2018-05-09,#ef0107 , #023474,90.0,0.0,0
5632,Arsenal,0,0.0,Ainsley Maitland-Niles,2018-05-09,#ef0107 , #023474,90.0,0.3,0
5633,Arsenal,0,0.0,Petr Čech,2018-05-09,#ef0107 , #023474,90.0,0.0,0
5661,Arsenal,0,0.2,Danny Welbeck,2017-08-27,#ef0107 , #023474,90.0,0.0,0
5662,Arsenal,0,0.0,Alexis Sánchez,2017-08-27,#ef0107 , #023474,62.0,0.2,0
5663,Arsenal,0,0.2,Olivier Giroud,2017-08-27,#ef0107 , #023474,28.0,0.1,0
5664,Arsenal,0,0.0,Mesut Özil,2017-08-27,#ef0107 , #023474,90.0,0.2,0
5665,Arsenal,0,0.0,Héctor Bellerín,2017-08-27,#ef0107 , #023474,90.0,0.0,0
5666,Arsenal,0,0.0,Granit Xhaka,2017-08-27,#ef0107 , #023474,90.0,0.0,0
5667,Arsenal,0,0.0,Aaron Ramsey,2017-08-27,#ef0107 , #023474,45.0,0.0,0
5668,Arsenal,0,0.0,Francis Coquelin,2017-08-27,#ef0107 , #023474,45.0,0.0,0
5669,Arsenal,0,0.0,Alex Oxlade-Chamberlain,2017-08-27,#ef0107 , #023474,62.0,0.0,0
5670,Arsenal,0,0.1,Alexandre Lacazette,2017-08-27,#ef0107 , #023474,28.0,0.0,0
5671,Arsenal,0,0.0,Nacho Monreal,2017-08-27,#ef0107 , #023474,90.0,0.0,0
5672,Arsenal,0,0.0,Laurent Koscielny,2017-08-27,#ef0107 , #023474,90.0,0.0,0
5673,Arsenal,0,0.1,Rob Holding,2017-08-27,#ef0107 , #023474,90.0,0.0,0
5674,Arsenal,0,0.0,Petr Čech,2017-08-27,#ef0107 , #023474,90.0,0.0,0
5703,Arsenal,0,0.0,Alexis Sánchez,2017-11-05,#ef0107 , #023474,90.0,0.1,0
5704,Arsenal,0,0.1,Alex Iwobi,2017-11-05,#ef0107 , #023474,78.0,0.0,0
5705,Arsenal,0,0.0,Jack Wilshere,2017-11-05,#ef0107 , #023474,12.0,0.0,0
5706,Arsenal,0,0.1,Mesut Özil,2017-11-05,#ef0107 , #023474,90.0,0.0,0
5707,Arsenal,0,0.0,Sead Kolašinac,2017-11-05,#ef0107 , #023474,90.0,0.0,0
5708,Arsenal,0,0.0,Granit Xhaka,2017-11-05,#ef0107 , #023474,78.0,0.0,0
5709,Arsenal,0,0.0,Olivier Giroud,2017-11-05,#ef0107 , #023474,12.0,0.0,0
5710,Arsenal,0,0.1,Aaron Ramsey,2017-11-05,#ef0107 , #023474,90.0,0.3,1
5711,Arsenal,0,0.0,Héctor Bellerín,2017-11-05,#ef0107 , #023474,90.0,0.0,0
5712,Arsenal,0,0.0,Nacho Monreal,2017-11-05,#ef0107 , #023474,90.0,0.0,0
5713,Arsenal,0,0.0,Francis Coquelin,2017-11-05,#ef0107 , #023474,56.0,0.0,0
5714,Arsenal,1,0.3,Alexandre Lacazette,2017-11-05,#ef0107 , #023474,34.0,0.0,0
5715,Arsenal,0,0.0,Laurent Koscielny,2017-11-05,#ef0107 , #023474,90.0,0.0,0
5716,Arsenal,0,0.0,Petr Čech,2017-11-05,#ef0107 , #023474,90.0,0.0,0
5747,Arsenal,0,0.2,Pierre-Emerick Aubameyang,2018-04-29,#ef0107 , #023474,90.0,0.1,0
5748,Arsenal,0,0.1,Reiss Nelson,2018-04-29,#ef0107 , #023474,64.0,0.0,0
5749,Arsenal,0,0.0,Danny Welbeck,2018-04-29,#ef0107 , #023474,26.0,0.0,0
5750,Arsenal,0,0.0,Alex Iwobi,2018-04-29,#ef0107 , #023474,90.0,0.0,0
5751,Arsenal,1,0.2,Henrikh Mkhitaryan,2018-04-29,#ef0107 , #023474,76.0,0.1,0
5752,Arsenal,0,0.0,Joe Willock,2018-04-29,#ef0107 , #023474,14.0,0.0,0
5753,Arsenal,0,0.0,Granit Xhaka,2018-04-29,#ef0107 , #023474,90.0,0.1,1
5754,Arsenal,0,0.1,Ainsley Maitland-Niles,2018-04-29,#ef0107 , #023474,90.0,0.1,0
5755,Arsenal,0,0.0,Sead Kolašinac,2018-04-29,#ef0107 , #023474,64.0,0.0,0
5756,Arsenal,0,0.0,Nacho Monreal,2018-04-29,#ef0107 , #023474,26.0,0.0,0
5757,Arsenal,0,0.0,Konstantinos Mavropanos,2018-04-29,#ef0107 , #023474,90.0,0.0,0
5758,Arsenal,0,0.0,Calum Chambers,2018-04-29,#ef0107 , #023474,90.0,0.0,0
5759,Arsenal,0,0.0,Héctor Bellerín,2018-04-29,#ef0107 , #023474,90.0,0.2,0
5760,Arsenal,0,0.0,David Ospina,2018-04-29,#ef0107 , #023474,90.0,0.0,0
5789,Arsenal,1,0.4,Alexandre Lacazette,2018-04-15,#ef0107 , #023474,90.0,0.3,0
5790,Arsenal,0,0.1,Pierre-Emerick Aubameyang,2018-04-15,#ef0107 , #023474,90.0,0.3,1
5791,Arsenal,0,0.1,Alex Iwobi,2018-04-15,#ef0107 , #023474,86.0,0.1,0
5792,Arsenal,0,0.0,Eddie Nketiah,2018-04-15,#ef0107 , #023474,4.0,0.0,0
5793,Arsenal,0,0.2,Joe Willock,2018-04-15,#ef0107 , #023474,68.0,0.0,0
5794,Arsenal,0,0.0,Danny Welbeck,2018-04-15,#ef0107 , #023474,22.0,0.0,0
5795,Arsenal,0,0.0,Granit Xhaka,2018-04-15,#ef0107 , #023474,90.0,0.1,0
5796,Arsenal,0,0.0,Mohamed Elneny,2018-04-15,#ef0107 , #023474,90.0,0.0,0
5797,Arsenal,0,0.0,Nacho Monreal,2018-04-15,#ef0107 , #023474,90.0,0.0,0
5798,Arsenal,0,0.0,Rob Holding,2018-04-15,#ef0107 , #023474,90.0,0.0,0
5799,Arsenal,0,0.0,Shkodran Mustafi,2018-04-15,#ef0107 , #023474,90.0,0.3,0
5800,Arsenal,0,0.4,Calum Chambers,2018-04-15,#ef0107 , #023474,78.0,0.0,0
5801,Arsenal,0,0.0,Ainsley Maitland-Niles,2018-04-15,#ef0107 , #023474,12.0,0.0,0
5802,Arsenal,0,0.0,Petr Čech,2018-04-15,#ef0107 , #023474,90.0,0.0,0
5859,Arsenal,0,0.2,Alexandre Lacazette,2017-12-10,#ef0107 , #023474,72.0,0.0,0
5860,Arsenal,1,0.2,Olivier Giroud,2017-12-10,#ef0107 , #023474,18.0,0.0,0
5861,Arsenal,0,0.1,Alexis Sánchez,2017-12-10,#ef0107 , #023474,90.0,0.3,1
5862,Arsenal,0,0.0,Mesut Özil,2017-12-10,#ef0107 , #023474,90.0,0.0,0
5863,Arsenal,0,0.0,Granit Xhaka,2017-12-10,#ef0107 , #023474,69.0,0.1,0
5864,Arsenal,0,0.0,Jack Wilshere,2017-12-10,#ef0107 , #023474,21.0,0.0,0
5865,Arsenal,0,0.3,Aaron Ramsey,2017-12-10,#ef0107 , #023474,90.0,0.0,0
5866,Arsenal,0,0.0,Sead Kolašinac,2017-12-10,#ef0107 , #023474,90.0,0.1,0
5867,Arsenal,0,0.0,Héctor Bellerín,2017-12-10,#ef0107 , #023474,90.0,0.1,0
5868,Arsenal,0,0.0,Nacho Monreal,2017-12-10,#ef0107 , #023474,90.0,0.0,0
5869,Arsenal,0,0.0,Per Mertesacker,2017-12-10,#ef0107 , #023474,64.0,0.0,0
5870,Arsenal,0,0.0,Danny Welbeck,2017-12-10,#ef0107 , #023474,26.0,0.0,0
5871,Arsenal,0,0.0,Laurent Koscielny,2017-12-10,#ef0107 , #023474,90.0,0.0,0
5872,Arsenal,0,0.0,Petr Čech,2017-12-10,#ef0107 , #023474,90.0,0.0,0
5902,Arsenal,0,0.0,Alexandre Lacazette,2017-08-19,#ef0107 , #023474,78.0,0.0,0
5903,Arsenal,0,0.0,Theo Walcott,2017-08-19,#ef0107 , #023474,12.0,0.0,0
5904,Arsenal,0,0.4,Danny Welbeck,2017-08-19,#ef0107 , #023474,90.0,0.0,0
5905,Arsenal,0,0.0,Mesut Özil,2017-08-19,#ef0107 , #023474,90.0,0.2,0
5906,Arsenal,0,0.1,Héctor Bellerín,2017-08-19,#ef0107 , #023474,90.0,0.0,0
5907,Arsenal,0,0.1,Alex Oxlade-Chamberlain,2017-08-19,#ef0107 , #023474,90.0,0.4,0
5908,Arsenal,0,0.0,Granit Xhaka,2017-08-19,#ef0107 , #023474,79.0,0.1,0
5909,Arsenal,0,0.0,Alex Iwobi,2017-08-19,#ef0107 , #023474,11.0,0.0,0
5910,Arsenal,0,0.4,Aaron Ramsey,2017-08-19,#ef0107 , #023474,90.0,0.0,0
5911,Arsenal,0,0.0,Sead Kolašinac,2017-08-19,#ef0107 , #023474,66.0,0.0,0
5912,Arsenal,0,0.1,Olivier Giroud,2017-08-19,#ef0107 , #023474,24.0,0.2,0
5913,Arsenal,0,0.0,Nacho Monreal,2017-08-19,#ef0107 , #023474,90.0,0.1,0
5914,Arsenal,0,0.0,Shkodran Mustafi,2017-08-19,#ef0107 , #023474,90.0,0.1,0
5915,Arsenal,0,0.0,Petr Čech,2017-08-19,#ef0107 , #023474,90.0,0.0,0
5916,Arsenal,0,0.0,Alexandre Lacazette,2018-01-30,#ef0107 , #023474,90.0,0.2,0
5917,Arsenal,0,0.2,Alex Iwobi,2018-01-30,#ef0107 , #023474,76.0,0.2,0
5918,Arsenal,0,0.0,Olivier Giroud,2018-01-30,#ef0107 , #023474,14.0,0.0,0
5919,Arsenal,0,0.1,Mesut Özil,2018-01-30,#ef0107 , #023474,90.0,0.5,1
5920,Arsenal,0,0.1,Granit Xhaka,2018-01-30,#ef0107 , #023474,90.0,0.0,0
5921,Arsenal,0,0.0,Aaron Ramsey,2018-01-30,#ef0107 , #023474,90.0,0.0,0
5922,Arsenal,0,0.0,Mohamed Elneny,2018-01-30,#ef0107 , #023474,60.0,0.0,0
5923,Arsenal,0,0.3,Henrikh Mkhitaryan,2018-01-30,#ef0107 , #023474,30.0,0.0,0
5924,Arsenal,1,0.2,Nacho Monreal,2018-01-30,#ef0107 , #023474,90.0,0.0,0
5925,Arsenal,0,0.0,Shkodran Mustafi,2018-01-30,#ef0107 , #023474,90.0,0.0,0
5926,Arsenal,0,0.1,Laurent Koscielny,2018-01-30,#ef0107 , #023474,90.0,0.0,0
5927,Arsenal,0,0.0,Héctor Bellerín,2018-01-30,#ef0107 , #023474,90.0,0.0,0
5928,Arsenal,0,0.0,Petr Čech,2018-01-30,#ef0107 , #023474,90.0,0.0,0
5929,Arsenal,0,0.0,Pierre-Emerick Aubameyang,2018-02-10,#ef0107 , #023474,90.0,0.0,0
5930,Arsenal,0,0.0,Henrikh Mkhitaryan,2018-02-10,#ef0107 , #023474,65.0,0.0,0
5931,Arsenal,0,0.3,Alexandre Lacazette,2018-02-10,#ef0107 , #023474,25.0,0.0,0
5932,Arsenal,0,0.1,Mesut Özil,2018-02-10,#ef0107 , #023474,90.0,0.1,0
5933,Arsenal,0,0.0,Granit Xhaka,2018-02-10,#ef0107 , #023474,86.0,0.0,0
5934,Arsenal,0,0.0,Danny Welbeck,2018-02-10,#ef0107 , #023474,4.0,0.0,0
5935,Arsenal,0,0.0,Mohamed Elneny,2018-02-10,#ef0107 , #023474,65.0,0.0,0
5936,Arsenal,0,0.0,Alex Iwobi,2018-02-10,#ef0107 , #023474,25.0,0.2,0
5937,Arsenal,0,0.0,Jack Wilshere,2018-02-10,#ef0107 , #023474,90.0,0.0,0
5938,Arsenal,0,0.0,Nacho Monreal,2018-02-10,#ef0107 , #023474,90.0,0.0,0
5939,Arsenal,0,0.0,Laurent Koscielny,2018-02-10,#ef0107 , #023474,90.0,0.0,0
5940,Arsenal,0,0.0,Shkodran Mustafi,2018-02-10,#ef0107 , #023474,90.0,0.0,0
5941,Arsenal,0,0.0,Héctor Bellerín,2018-02-10,#ef0107 , #023474,90.0,0.1,0
5942,Arsenal,0,0.0,Petr Čech,2018-02-10,#ef0107 , #023474,90.0,0.0,0
5972,Arsenal,0,0.0,Alexandre Lacazette,2017-10-14,#ef0107 , #023474,68.0,0.0,0
5973,Arsenal,0,0.0,Olivier Giroud,2017-10-14,#ef0107 , #023474,22.0,0.0,0
5974,Arsenal,0,0.0,Danny Welbeck,2017-10-14,#ef0107 , #023474,61.0,0.2,0
5975,Arsenal,0,0.4,Mesut Özil,2017-10-14,#ef0107 , #023474,29.0,0.2,0
5976,Arsenal,0,0.2,Alex Iwobi,2017-10-14,#ef0107 , #023474,90.0,0.4,0
5977,Arsenal,0,0.0,Sead Kolašinac,2017-10-14,#ef0107 , #023474,90.0,0.0,0
5978,Arsenal,0,0.1,Héctor Bellerín,2017-10-14,#ef0107 , #023474,90.0,0.0,0
5979,Arsenal,0,0.1,Granit Xhaka,2017-10-14,#ef0107 , #023474,90.0,0.2,1
5980,Arsenal,0,0.0,Mohamed Elneny,2017-10-14,#ef0107 , #023474,90.0,0.0,0
5981,Arsenal,0,0.0,Nacho Monreal,2017-10-14,#ef0107 , #023474,90.0,0.0,0
5982,Arsenal,1,0.2,Per Mertesacker,2017-10-14,#ef0107 , #023474,90.0,0.0,0
5983,Arsenal,0,0.0,Laurent Koscielny,2017-10-14,#ef0107 , #023474,85.0,0.0,0
5984,Arsenal,0,0.0,Rob Holding,2017-10-14,#ef0107 , #023474,5.0,0.0,0
5985,Arsenal,0,0.0,Petr Čech,2017-10-14,#ef0107 , #023474,90.0,0.0,0
6014,Arsenal,0,0.5,Alexandre Lacazette,2017-12-31,#ef0107 , #023474,90.0,0.1,0
6015,Arsenal,0,0.4,Alexis Sánchez,2017-12-31,#ef0107 , #023474,90.0,0.5,0
6016,Arsenal,0,0.2,Alex Iwobi,2017-12-31,#ef0107 , #023474,74.0,0.1,0
6017,Arsenal,0,0.0,Danny Welbeck,2017-12-31,#ef0107 , #023474,16.0,0.0,0
6018,Arsenal,0,0.0,Granit Xhaka,2017-12-31,#ef0107 , #023474,90.0,0.0,0
6019,Arsenal,0,0.0,Jack Wilshere,2017-12-31,#ef0107 , #023474,90.0,0.0,0
6020,Arsenal,0,0.0,Sead Kolašinac,2017-12-31,#ef0107 , #023474,37.0,0.0,0
6021,Arsenal,0,0.0,Ainsley Maitland-Niles,2017-12-31,#ef0107 , #023474,53.0,0.0,0
6022,Arsenal,0,0.0,Héctor Bellerín,2017-12-31,#ef0107 , #023474,90.0,0.1,0
6023,Arsenal,0,0.0,Laurent Koscielny,2017-12-31,#ef0107 , #023474,72.0,0.0,0
6024,Arsenal,0,0.0,Per Mertesacker,2017-12-31,#ef0107 , #023474,18.0,0.0,0
6025,Arsenal,0,0.0,Shkodran Mustafi,2017-12-31,#ef0107 , #023474,90.0,0.0,0
6026,Arsenal,0,0.0,Calum Chambers,2017-12-31,#ef0107 , #023474,90.0,0.0,0
6027,Arsenal,0,0.0,Petr Čech,2017-12-31,#ef0107 , #023474,90.0,0.0,0
6028,Arsenal,0,0.1,Olivier Giroud,2017-12-13,#ef0107 , #023474,90.0,0.2,0
6029,Arsenal,0,0.4,Alexis Sánchez,2017-12-13,#ef0107 , #023474,82.0,0.2,0
6030,Arsenal,0,0.0,Alexandre Lacazette,2017-12-13,#ef0107 , #023474,8.0,0.0,0
6031,Arsenal,0,0.2,Alex Iwobi,2017-12-13,#ef0107 , #023474,70.0,0.0,0
6032,Arsenal,0,0.0,Danny Welbeck,2017-12-13,#ef0107 , #023474,20.0,0.0,0
6033,Arsenal,0,0.4,Mesut Özil,2017-12-13,#ef0107 , #023474,90.0,0.2,0
6034,Arsenal,0,0.0,Granit Xhaka,2017-12-13,#ef0107 , #023474,90.0,0.1,0
6035,Arsenal,0,0.2,Jack Wilshere,2017-12-13,#ef0107 , #023474,90.0,0.2,0
6036,Arsenal,0,0.0,Ainsley Maitland-Niles,2017-12-13,#ef0107 , #023474,90.0,0.0,0
6037,Arsenal,0,0.0,Nacho Monreal,2017-12-13,#ef0107 , #023474,90.0,0.0,0
6038,Arsenal,0,0.0,Laurent Koscielny,2017-12-13,#ef0107 , #023474,90.0,0.0,0
6039,Arsenal,0,0.1,Héctor Bellerín,2017-12-13,#ef0107 , #023474,90.0,0.0,0
6040,Arsenal,0,0.0,Petr Čech,2017-12-13,#ef0107 , #023474,90.0,0.0,0
23780,Bournemouth,0,0.4,Jermain Defoe,2017-09-09,#8b0304 , #010101,71.0,0.0,0
23781,Bournemouth,0,0.1,Lys Mousset,2017-09-09,#8b0304 , #010101,19.0,0.0,0
23782,Bournemouth,0,0.3,Joshua King,2017-09-09,#8b0304 , #010101,90.0,0.0,0
23783,Bournemouth,0,0.0,Ryan Fraser,2017-09-09,#8b0304 , #010101,38.0,0.0,0
23784,Bournemouth,0,0.1,Jordon Ibe,2017-09-09,#8b0304 , #010101,52.0,0.3,0
23785,Bournemouth,0,0.0,Harry Arter,2017-09-09,#8b0304 , #010101,90.0,0.0,0
23786,Bournemouth,0,0.0,Dan Gosling,2017-09-09,#8b0304 , #010101,90.0,0.0,0
23787,Bournemouth,0,0.0,Charlie Daniels,2017-09-09,#8b0304 , #010101,90.0,0.1,0
23788,Bournemouth,0,0.0,Adam Smith,2017-09-09,#8b0304 , #010101,90.0,0.0,0
